STATEFP,GEOID,NAME,CDP02_92E,OBJECTID,NCESID,STATEABBREV
34,3405820,Gateway Regional School District,670,413,3405820,NJ
34,3406060,Greater Egg Harbor Regional School District,3060,414,3406060,NJ
34,3406660,Hanover Park Regional School District,1245,415,3406660,NJ
34,3407050,Henry Hudson Regional School District,320,416,3407050,NJ
34,3407140,High Point Regional School District,880,417,3407140,NJ
34,3407590,Hunterdon Central Regional School District,2360,418,3407590,NJ
34,3407980,Kingsway Regional School District,1470,419,3407980,NJ
34,3408060,Kittatinny Regional School District,590,420,3408060,NJ
34,3408190,Lakeland Regional School District,925,421,3408190,NJ
34,3408490,Lenape Regional School District,5405,422,3408490,NJ
34,3408500,Lenape Valley Regional School District,515,423,3408500,NJ
34,3409090,Lower Cape May Regional School District,1015,424,3409090,NJ
34,3409360,Mainland Regional School District,1320,425,3409360,NJ
34,3409550,North Warren Regional School District,670,426,3409550,NJ
34,3410440,Monmouth Regional School District,925,427,3410440,NJ
34,3410740,Morris Hills Regional School District,1950,428,3410740,NJ
34,3411610,North Hunterdon-Voorhees Regional School District,2060,429,3411610,NJ
34,3411700,Northern Burlington Regional School District,1060,430,3411700,NJ
34,3411730,Northern Highlands Regional School District,785,431,3411730,NJ
34,3411760,Northern Valley Regional School District,1755,432,3411760,NJ
34,3412260,River Dell Regional School District,1290,433,3412260,NJ
34,3412510,Pascack Valley Regional School District,1690,434,3412510,NJ
34,3412570,Passaic Valley Regional School District,1200,435,3412570,NJ
34,3412600,Passaic County Manchester Regional School District,775,436,3412600,NJ
34,3413000,Pinelands Regional School District,1345,437,3413000,NJ
34,3413560,Ramapo-Indian Hill Regional School District,1785,438,3413560,NJ
34,3413620,Rancocas Valley Regional School District,1755,439,3413620,NJ
34,3413750,Red Bank Regional School District,800,440,3413750,NJ
34,3414400,Rumson-Fair Haven Regional School District,815,441,3414400,NJ
34,3414940,Shore Regional School District,520,442,3414940,NJ
34,3415450,Delsea Regional High School School District,925,443,3415450,NJ
34,3415480,Southern Regional School District,1870,444,3415480,NJ
34,3416870,Wallkill Valley Regional School District,530,445,3416870,NJ
34,3416970,Warren Hills Regional School District,1400,446,3416970,NJ
34,3417220,Watchung Hills Regional School District,1405,447,3417220,NJ
34,3417460,West Essex Regional School District,1165,448,3417460,NJ
34,3417550,West Morris Regional School District,1920,449,3417550,NJ
34,3400690,Alexandria Township School District,395,2062,3400690,NJ
34,3400750,Allendale Borough School District,705,2063,3400750,NJ
34,3401020,Atlantic Highlands Borough School District,190,2064,3401020,NJ
34,3401380,Bellmawr Borough School District,765,2067,3401380,NJ
34,3401560,Berkeley Township School District,1555,2068,3401560,NJ
34,3401590,Berlin Borough School District,485,2069,3401590,NJ
34,3401710,Bethlehem Township School District,220,2070,3401710,NJ
34,3401800,Blairstown Township School District,465,2071,3401800,NJ
34,3402550,Byram Township School District,585,2072,3402550,NJ
34,3402610,Califon Borough School District,110,2073,3402610,NJ
34,3402790,Carlstadt Borough School District,450,2075,3402790,NJ
34,3403060,Chester Township School District,630,2076,3403060,NJ
34,3403090,Chesterfield Township School District,485,2077,3403090,NJ
34,3403330,Clinton Town-Glen Gardner School District,320,2078,3403330,NJ
34,3403360,Clinton Township School District,675,2079,3403360,NJ
34,3403390,Closter Borough School District,720,2080,3403390,NJ
34,3403450,Colts Neck Township School District,665,2081,3403450,NJ
34,3403660,Deerfield Township School District,160,2082,3403660,NJ
34,3403810,Demarest Borough School District,490,2084,3403810,NJ
34,3403870,Denville Township School District,1200,2085,3403870,NJ
34,3404050,Eagleswood Township School District,85,2086,3404050,NJ
34,3404080,East Amwell Township School District,230,2087,3404080,NJ
34,3404140,East Greenwich Township School District,750,2088,3404140,NJ
34,3404170,East Hanover Township School District,500,2089,3404170,NJ
34,3404290,East Rutherford Borough School District,575,2090,3404290,NJ
34,3404350,Eastampton Township School District,475,2091,3404350,NJ
34,3404410,Eatontown Borough School District,715,2092,3404410,NJ
34,3404530,Egg Harbor City School District,325,2093,3404530,NJ
34,3404620,Elk Township School District,210,2094,3404620,NJ
34,3404830,Essex Fells Borough School District,140,2095,3404830,NJ
34,3404890,Evesham Township School District,3200,2096,3404890,NJ
34,3404950,Fair Haven Borough School District,685,2097,3404950,NJ
34,3405010,Fairfield Township School District,465,2098,3405010,NJ
34,3405040,Fairfield Township School District,410,2099,3405040,NJ
34,3405130,Farmingdale Borough School District,110,2100,3405130,NJ
34,3405190,Flemington-Raritan Regional School District,2025,2101,3405190,NJ
34,3405250,Florham Park Borough School District,580,2102,3405250,NJ
34,3405340,Frankford Township School District,380,2103,3405340,NJ
34,3405370,Franklin Lakes Borough School District,770,2104,3405370,NJ
34,3405400,Franklin Borough School District,365,2105,3405400,NJ
34,3405430,Franklin Township School District,855,2106,3405430,NJ
34,3405460,Franklin Township School District,225,2107,3405460,NJ
34,3405520,Franklin Township School District,165,2108,3405520,NJ
34,3405550,Fredon Township School District,210,2109,3405550,NJ
34,3405580,Freehold Borough School District,820,2110,3405580,NJ
34,3405640,Freehold Township School District,2490,2111,3405640,NJ
34,3405670,Frelinghuysen Township School District,125,2112,3405670,NJ
34,3405700,Frenchtown Borough School District,100,2113,3405700,NJ
34,3405730,Galloway Township School District,2305,2114,3405730,NJ
34,3405850,Gibbsboro Borough School District,135,2115,3405850,NJ
34,3406030,Gloucester Township School District,4330,2116,3406030,NJ
34,3406150,Greenwich Township School District,55,2117,3406150,NJ
34,3406420,Hainesport Township School District,430,2118,3406420,NJ
34,3406450,Haledon Borough School District,795,2119,3406450,NJ
34,3406510,Hamilton Township School District,2035,2121,3406510,NJ
34,3406600,Hampton Borough School District,75,2122,3406600,NJ
34,3406630,Hampton Township School District,215,2123,3406630,NJ
34,3406690,Hanover Township School District,895,2124,3406690,NJ
34,3406780,Hardyston Township School District,630,2125,3406780,NJ
34,3406840,Harrington Park Borough School District,405,2126,3406840,NJ
34,3406900,Harrison Township School District,770,2127,3406900,NJ
34,3406960,Haworth Borough School District,255,2128,3406960,NJ
34,3407110,High Bridge Borough School District,295,2129,3407110,NJ
34,3407260,Hillsdale Borough School District,840,2131,3407260,NJ
34,3407380,Holland Township School District,380,2132,3407380,NJ
34,3407500,Hopewell Township School District,290,2133,3407500,NJ
34,3407560,Howell Township School District,4015,2134,3407560,NJ
34,3407710,Island Heights Borough School District,95,2135,3407710,NJ
34,3408070,Knowlton Township School District,155,2137,3408070,NJ
34,3408130,Lafayette Township School District,175,2138,3408130,NJ
34,3408430,Lebanon Borough School District,75,2139,3408430,NJ
34,3408460,Lebanon Township School District,420,2140,3408460,NJ
34,3408670,Linwood City School District,500,2141,3408670,NJ
34,3408700,Little Egg Harbor Township School District,1265,2142,3408700,NJ
34,3408730,Little Falls Township School District,835,2143,3408730,NJ
34,3408790,Little Silver Borough School District,535,2144,3408790,NJ
34,3408910,Long Beach Island School District,65,2145,3408910,NJ
34,3409150,Lower Township School District,1145,2146,3409150,NJ
34,3409180,Lumberton Township School District,1035,2147,3409180,NJ
34,3409300,Magnolia Borough School District,345,2148,3409300,NJ
34,3409390,Manalapan-Englishtown Regional School District,3225,2149,3409390,NJ
34,3409510,Mansfield Township School District,415,2150,3409510,NJ
34,3409540,Mansfield Township School District,315,2151,3409540,NJ
34,3409600,Mantua Township School District,980,2152,3409600,NJ
34,3409720,Marlboro Township School District,3385,2153,3409720,NJ
34,3409840,Medford Lakes Borough School District,285,2154,3409840,NJ
34,3409870,Medford Township School District,1765,2155,3409870,NJ
34,3409900,Mendham Borough School District,340,2156,3409900,NJ
34,3409930,Mendham Township School District,425,2157,3409930,NJ
34,3410170,Milford Borough School District,55,2158,3410170,NJ
34,3410380,Monmouth Beach Borough School District,220,2159,3410380,NJ
34,3410620,Montvale Borough School District,565,2160,3410620,NJ
34,3410920,Mount Holly Township School District,665,2161,3410920,NJ
34,3410950,Mount Laurel Township School District,2610,2162,3410950,NJ
34,3411070,Mullica Township School District,400,2163,3411070,NJ
34,3411100,National Park Borough School District,180,2164,3411100,NJ
34,3411520,North Caldwell Borough School District,535,2166,3411520,NJ
34,3411550,North Haledon Borough School District,550,2167,3411550,NJ
34,3411790,Northfield City School District,655,2169,3411790,NJ
34,3411820,Northvale Borough School District,385,2170,3411820,NJ
34,3411850,Norwood Borough School District,375,2171,3411850,NJ
34,3411910,Oakland Borough School District,970,2172,3411910,NJ
34,3412120,Oceanport Borough School District,385,2174,3412120,NJ
34,3412150,Ogdensburg Borough School District,205,2175,3412150,NJ
34,3412180,Old Tappan Borough School District,415,2176,3412180,NJ
34,3412240,Oradell Borough School District,605,2177,3412240,NJ
34,3412660,Long Hill Township School District,610,2178,3412660,NJ
34,3413470,Prospect Park Borough School District,635,2179,3413470,NJ
34,3413710,Readington Township School District,1015,2180,3413710,NJ
34,3413740,Red Bank Borough School District,735,2181,3413740,NJ
34,3413860,Ringwood Borough School District,845,2182,3413860,NJ
34,3413890,River Edge Borough School District,640,2183,3413890,NJ
34,3413950,River Vale Township School District,735,2184,3413950,NJ
34,3414100,Rockaway Borough School District,530,2185,3414100,NJ
34,3414130,Rockaway Township School District,1690,2186,3414130,NJ
34,3414250,Roseland Borough School District,355,2187,3414250,NJ
34,3414370,Rumson Borough School District,615,2188,3414370,NJ
34,3414430,Runnemede Borough School District,630,2189,3414430,NJ
34,3414610,Sandyston-Walpack Township School District,110,2190,3414610,NJ
34,3414880,Shamong Township School District,510,2193,3414880,NJ
34,3414970,Shrewsbury Borough School District,305,2194,3414970,NJ
34,3415000,Somerdale Borough School District,270,2195,3415000,NJ
34,3415030,Somers Point City School District,755,2196,3415030,NJ
34,3415270,South Harrison Township School District,220,2197,3415270,NJ
34,3415420,Southampton Township School District,390,2198,3415420,NJ
34,3415660,Springfield Township School District,190,2199,3415660,NJ
34,3415690,Stafford Township School District,1355,2200,3415690,NJ
34,3415720,Stanhope Borough School District,255,2201,3415720,NJ
34,3415750,Stillwater Township School District,150,2202,3415750,NJ
34,3415870,Stratford Borough School District,495,2204,3415870,NJ
34,3415960,Sussex-Wantage Regional School District,995,2205,3415960,NJ
34,3415990,Swedesboro-Woolwich School District,1125,2206,3415990,NJ
34,3416020,Tabernacle Township School District,590,2207,3416020,NJ
34,3416170,Tewksbury Township School District,425,2208,3416170,NJ
34,3416200,Tinton Falls Borough School District,880,2209,3416200,NJ
34,3416260,Totowa Borough School District,665,2210,3416260,NJ
34,3416440,Union Township School District,405,2212,3416440,NJ
34,3416530,Upper Deerfield Township School District,485,2213,3416530,NJ
34,3416620,Upper Saddle River Borough School District,785,2214,3416620,NJ
34,3416830,Voorhees Township School District,2010,2215,3416830,NJ
34,3416950,Wanaque Borough School District,680,2216,3416950,NJ
34,3416980,Warren Township School District,1140,2217,3416980,NJ
34,3417010,Washington Borough School District,325,2218,3417010,NJ
34,3417130,Washington Township School District,1535,2219,3417130,NJ
34,3417160,Washington Township School District,300,2220,3417160,NJ
34,3417190,Watchung Borough School District,380,2221,3417190,NJ
34,3417340,Wenonah Borough School District,120,2222,3417340,NJ
34,3417490,West Long Branch Borough School District,435,2224,3417490,NJ
34,3417640,Woodland Park Borough School District,710,2225,3417640,NJ
34,3417730,Westampton Township School District,760,2226,3417730,NJ
34,3417790,Westville Borough School District,335,2227,3417790,NJ
34,3417880,Wharton Borough School District,585,2228,3417880,NJ
34,3418180,Woodbury Heights Borough School District,130,2229,3418180,NJ
34,3418210,Woodcliff Lake Borough School District,420,2230,3418210,NJ
34,3418240,Woodland Township School District,100,2231,3418240,NJ
34,3418360,Wyckoff Township School District,1455,2232,3418360,NJ
34,3400004,The Chathams School District,2315,7849,3400004,NJ
34,3400008,Great Meadows Regional School District,725,7850,3400008,NJ
34,3400009,Somerset Hills Regional School District,945,7851,3400009,NJ
34,3400660,Absecon City School District,640,7852,3400660,NJ
34,3400720,Allamuchy Township School District,285,7853,3400720,NJ
34,3400769,South Hunterdon Regional School District,665,7854,3400769,NJ
34,3400810,Alloway Township School District,320,7856,3400810,NJ
34,3400840,Alpha Borough School District,220,7857,3400840,NJ
34,3400870,Alpine Borough School District,100,7858,3400870,NJ
34,3400900,Andover Regional School District,585,7859,3400900,NJ
34,3400930,Asbury Park City School District,1380,7860,3400930,NJ
34,3400960,Atlantic City School District,4210,7861,3400960,NJ
34,3401050,Audubon Borough School District,725,7862,3401050,NJ
34,3401140,Avon-by-the-Sea Borough School District,70,7864,3401140,NJ
34,3401170,Barrington Borough School District,480,7865,3401170,NJ
34,3401260,Bayonne City School District,7000,7867,3401260,NJ
34,3401320,Bedminster Township School District,390,7868,3401320,NJ
34,3401350,Belleville Town School District,3035,7869,3401350,NJ
34,3401410,Belmar Borough School District,330,7870,3401410,NJ
34,3401440,Belvidere Town School District,230,7871,3401440,NJ
34,3401500,Bergenfield Borough School District,2240,7872,3401500,NJ
34,3401530,Berkeley Heights Township School District,1600,7873,3401530,NJ
34,3401620,Berlin Township School District,490,7874,3401620,NJ
34,3401650,Bernards Township School District,3210,7875,3401650,NJ
34,3401740,Beverly City School District,260,7876,3401740,NJ
34,3401830,Bloomfield Township School District,3955,7877,3401830,NJ
34,3401860,Bloomingdale Borough School District,625,7878,3401860,NJ
34,3401890,Bloomsbury Borough School District,85,7879,3401890,NJ
34,3401920,Bogota Borough School District,765,7880,3401920,NJ
34,3401950,Boonton Town School District,625,7881,3401950,NJ
34,3401980,Boonton Township School District,475,7882,3401980,NJ
34,3402030,Bordentown Regional School District,1490,7883,3402030,NJ
34,3402100,Bound Brook Borough School District,925,7884,3402100,NJ
34,3402160,Branchburg Township School District,1395,7886,3402160,NJ
34,3402220,Brick Township School District,6520,7887,3402220,NJ
34,3402250,Bridgeton City School District,2635,7888,3402250,NJ
34,3402280,Bridgewater-Raritan Regional School District,5500,7889,3402280,NJ
34,3402310,Brielle Borough School District,370,7890,3402310,NJ
34,3402340,Brigantine City School District,595,7891,3402340,NJ
34,3402370,Brooklawn Borough School District,185,7892,3402370,NJ
34,3402400,Buena Regional School District,1215,7893,3402400,NJ
34,3402430,Burlington City School District,945,7894,3402430,NJ
34,3402460,Burlington Township School District,2330,7895,3402460,NJ
34,3402520,Butler Borough School District,510,7896,3402520,NJ
34,3402580,Caldwell-West Caldwell School District,1490,7897,3402580,NJ
34,3402640,Camden City School District,9075,7898,3402640,NJ
34,3402820,Carteret Borough School District,2380,7900,3402820,NJ
34,3402850,Cedar Grove Township School District,995,7901,3402850,NJ
34,3403000,Cherry Hill Township School District,6470,7902,3403000,NJ
34,3403030,Chesilhurst Borough School District,95,7903,3403030,NJ
34,3403120,Cinnaminson Township School District,1265,7904,3403120,NJ
34,3403150,Clark Township School District,1525,7905,3403150,NJ
34,3403180,Clayton Borough School District,985,7906,3403180,NJ
34,3403270,Cliffside Park Borough School District,1850,7908,3403270,NJ
34,3403300,Clifton City School District,6325,7909,3403300,NJ
34,3403420,Collingswood Borough School District,1065,7910,3403420,NJ
34,3403480,Commercial Township School District,570,7911,3403480,NJ
34,3403510,Corbin City School District,50,7912,3403510,NJ
34,3403540,Cranbury Township School District,425,7913,3403540,NJ
34,3403570,Cranford Township School District,2315,7914,3403570,NJ
34,3403600,Cresskill Borough School District,1010,7915,3403600,NJ
34,3403690,Delanco Township School District,380,7917,3403690,NJ
34,3403780,Delran Township School District,1680,7918,3403780,NJ
34,3403840,Dennis Township School District,510,7919,3403840,NJ
34,3403900,Deptford Township School District,2740,7920,3403900,NJ
34,3403930,Dover Town School District,1910,7921,3403930,NJ
34,3403960,Downe Township School District,130,7922,3403960,NJ
34,3403990,Dumont Borough School District,1630,7923,3403990,NJ
34,3404020,Dunellen Borough School District,730,7924,3404020,NJ
34,3404110,East Brunswick Township School District,5045,7925,3404110,NJ
34,3404200,East Newark Borough School District,260,7926,3404200,NJ
34,3404230,East Orange City School District,6355,7927,3404230,NJ
34,3404320,East Windsor Regional School District,2930,7928,3404320,NJ
34,3404440,Edgewater Borough School District,775,7929,3404440,NJ
34,3404470,Edgewater Park Township School District,820,7930,3404470,NJ
34,3404500,Edison Township School District,9960,7931,3404500,NJ
34,3404560,Egg Harbor Township School District,4565,7932,3404560,NJ
34,3404590,Elizabeth City School District,13790,7933,3404590,NJ
34,3404650,Elmer Borough School District,145,7934,3404650,NJ
34,3404660,Elmwood Park Borough School District,1975,7935,3404660,NJ
34,3404710,Emerson Borough School District,860,7937,3404710,NJ
34,3404740,Englewood City School District,2015,7938,3404740,NJ
34,3404770,Englewood Cliffs Borough School District,415,7939,3404770,NJ
34,3404860,Estell Manor City School District,105,7940,3404860,NJ
34,3404920,Ewing Township School District,2290,7941,3404920,NJ
34,3404980,Fair Lawn Borough School District,3025,7942,3404980,NJ
34,3405070,Fairview Borough School District,990,7943,3405070,NJ
34,3405220,Florence Township School District,975,7944,3405220,NJ
34,3405280,Folsom Borough School District,165,7945,3405280,NJ
34,3405310,Fort Lee Borough School District,2685,7946,3405310,NJ
34,3405490,Franklin Township School District,4785,7947,3405490,NJ
34,3405760,Garfield City School District,3425,7948,3405760,NJ
34,3405790,Garwood Borough School District,340,7949,3405790,NJ
34,3405880,Glassboro Borough School District,1370,7950,3405880,NJ
34,3405940,Glen Ridge Borough School District,1085,7951,3405940,NJ
34,3405970,Glen Rock Borough School District,1345,7952,3405970,NJ
34,3406000,Gloucester City School District,1125,7953,3406000,NJ
34,3406090,Green Township School District,385,7954,3406090,NJ
34,3406120,Green Brook Township School District,685,7955,3406120,NJ
34,3406180,Greenwich Township School District,450,7956,3406180,NJ
34,3406210,Greenwich Township School District,655,7957,3406210,NJ
34,3406240,Guttenberg Town School District,980,7958,3406240,NJ
34,3406270,Hackensack City School District,3195,7959,3406270,NJ
34,3406300,Hackettstown Town School District,765,7960,3406300,NJ
34,3406330,Haddon Heights Borough School District,540,7961,3406330,NJ
34,3406360,Haddon Township School District,1240,7962,3406360,NJ
34,3406390,Haddonfield Borough School District,1385,7963,3406390,NJ
34,3406540,Hamilton Township School District,7260,7964,3406540,NJ
34,3406570,Hammonton Town School District,1555,7965,3406570,NJ
34,3406720,Harding Township School District,285,7966,3406720,NJ
34,3406810,Harmony Township School District,230,7967,3406810,NJ
34,3406870,Harrison Town School District,1420,7968,3406870,NJ
34,3406930,Hasbrouck Heights Borough School District,1230,7969,3406930,NJ
34,3406990,Hawthorne Borough School District,1660,7970,3406990,NJ
34,3407080,Hi-Nella Borough School District,60,7971,3407080,NJ
34,3407170,Highland Park Borough School District,1380,7972,3407170,NJ
34,3407230,Hillsborough Township School District,4135,7973,3407230,NJ
34,3407290,Hillside Township School District,2130,7974,3407290,NJ
34,3407320,Ho-Ho-Kus Borough School District,470,7975,3407320,NJ
34,3407350,Hoboken City School District,2125,7976,3407350,NJ
34,3407410,Holmdel Township School District,1760,7977,3407410,NJ
34,3407440,Hopatcong Borough School District,1000,7978,3407440,NJ
34,3407470,Hope Township School District,180,7979,3407470,NJ
34,3407530,Hopewell Valley Regional School District,2100,7980,3407530,NJ
34,3407650,Interlaken Borough School District,40,7981,3407650,NJ
34,3407680,Irvington Township School District,5520,7982,3407680,NJ
34,3407740,Jackson Township School District,5395,7983,3407740,NJ
34,3407770,Jamesburg Borough School District,715,7984,3407770,NJ
34,3407800,Jefferson Township School District,2135,7985,3407800,NJ
34,3407830,Jersey City School District,21575,7986,3407830,NJ
34,3407860,Keansburg Borough School District,745,7987,3407860,NJ
34,3407890,Kearny Town School District,4100,7988,3407890,NJ
34,3407920,Kenilworth Borough School District,755,7989,3407920,NJ
34,3407950,Keyport Borough School District,470,7990,3407950,NJ
34,3408040,Kinnelon Borough School District,1135,7991,3408040,NJ
34,3408100,Lacey Township School District,2535,7992,3408100,NJ
34,3408160,Lakehurst Borough School District,350,7993,3408160,NJ
34,3408220,Lakewood Township School District,3550,7994,3408220,NJ
34,3408280,Laurel Springs Borough School District,180,7995,3408280,NJ
34,3408340,Lawnside Borough School District,220,7997,3408340,NJ
34,3408370,Lawrence Township School District,335,7998,3408370,NJ
34,3408400,Lawrence Township School District,2810,7999,3408400,NJ
34,3408520,Leonia Borough School District,1050,8000,3408520,NJ
34,3408580,Lincoln Park Borough School District,780,8001,3408580,NJ
34,3408610,Linden City School District,3755,8002,3408610,NJ
34,3408640,Lindenwold Borough School District,1530,8003,3408640,NJ
34,3408760,Little Ferry Borough School District,670,8005,3408760,NJ
34,3408820,Livingston Township School District,3285,8006,3408820,NJ
34,3408850,Lodi Borough School District,2405,8007,3408850,NJ
34,3408880,Logan Township School District,770,8008,3408880,NJ
34,3408940,Long Branch City School District,2575,8009,3408940,NJ
34,3409000,Lopatcong Township School District,710,8010,3409000,NJ
34,3409030,Lower Alloways Creek Township School District,170,8011,3409030,NJ
34,3409120,Pennsville Township School District,1110,8012,3409120,NJ
34,3409210,Lyndhurst Township School District,1570,8013,3409210,NJ
34,3409240,Madison Borough School District,1550,8014,3409240,NJ
34,3409270,Old Bridge Township School District,5365,8015,3409270,NJ
34,3409330,Mahwah Township School District,1965,8016,3409330,NJ
34,3409420,Manasquan Borough School District,425,8017,3409420,NJ
34,3409450,Manchester Township School District,1695,8018,3409450,NJ
34,3409480,Mannington Township School District,115,8019,3409480,NJ
34,3409630,Manville Borough School District,845,8020,3409630,NJ
34,3409660,Maple Shade Township School District,1450,8021,3409660,NJ
34,3409690,Margate City School District,255,8022,3409690,NJ
34,3409750,Matawan-Aberdeen Regional School District,2410,8023,3409750,NJ
34,3409810,Maywood Borough School District,755,8025,3409810,NJ
34,3409960,Merchantville Borough School District,240,8026,3409960,NJ
34,3409990,Metuchen Borough School District,1255,8027,3409990,NJ
34,3410020,Middle Township School District,1250,8028,3410020,NJ
34,3410050,Middlesex Borough School District,1375,8029,3410050,NJ
34,3410110,Middletown Township School District,5975,8030,3410110,NJ
34,3410140,Midland Park Borough School District,580,8031,3410140,NJ
34,3410200,Millburn Township School District,2740,8032,3410200,NJ
34,3410230,Millstone Township School District,1145,8033,3410230,NJ
34,3410290,Milltown Borough School District,780,8034,3410290,NJ
34,3410320,Millville City School District,3035,8035,3410320,NJ
34,3410350,Mine Hill Township School District,330,8036,3410350,NJ
34,3410470,Monroe Township School District,3645,8037,3410470,NJ
34,3410500,Monroe Township School District,3390,8038,3410500,NJ
34,3410530,Montague Township School District,255,8039,3410530,NJ
34,3410560,Montclair Town School District,4010,8040,3410560,NJ
34,3410590,Montgomery Township School District,2890,8041,3410590,NJ
34,3410650,Montville Township School District,2225,8042,3410650,NJ
34,3410680,Moonachie Borough School District,220,8043,3410680,NJ
34,3410710,Moorestown Township School District,2345,8044,3410710,NJ
34,3410770,Morris Plains Borough School District,450,8045,3410770,NJ
34,3410810,Morris Township School District,2985,8046,3410810,NJ
34,3410890,Mount Ephraim Borough School District,410,8048,3410890,NJ
34,3410980,Mount Olive Township School District,3030,8049,3410980,NJ
34,3411010,Mountain Lakes Borough School District,610,8050,3411010,NJ
34,3411040,Mountainside Borough School District,565,8051,3411040,NJ
34,3411130,Neptune City School District,460,8052,3411130,NJ
34,3411160,Neptune Township School District,2200,8053,3411160,NJ
34,3411220,New Brunswick City School District,5075,8054,3411220,NJ
34,3411250,New Hanover Township School District,150,8055,3411250,NJ
34,3411280,New Milford Borough School District,1250,8056,3411280,NJ
34,3411310,New Providence Borough School District,1365,8057,3411310,NJ
34,3411340,Newark City School District,28660,8058,3411340,NJ
34,3411400,Newton Town School District,530,8060,3411400,NJ
34,3411430,North Arlington Borough School District,1340,8061,3411430,NJ
34,3411460,North Bergen Township School District,6140,8062,3411460,NJ
34,3411490,North Brunswick Township School District,3635,8063,3411490,NJ
34,3411640,North Plainfield Borough School District,2060,8064,3411640,NJ
34,3411880,Nutley Town School District,2500,8066,3411880,NJ
34,3411940,Oaklyn Borough School District,295,8067,3411940,NJ
34,3411970,Ocean City School District,845,8068,3411970,NJ
34,3412060,Ocean Township School District,2305,8069,3412060,NJ
34,3412090,Ocean Township School District,600,8070,3412090,NJ
34,3412210,Oldmans Township School District,115,8071,3412210,NJ
34,3412270,Orange City Township School District,3335,8072,3412270,NJ
34,3412300,Oxford Township School District,320,8073,3412300,NJ
34,3412360,Palisades Park Borough School District,1450,8074,3412360,NJ
34,3412390,Palmyra Borough School District,535,8075,3412390,NJ
34,3412420,Paramus Borough School District,2180,8076,3412420,NJ
34,3412450,Park Ridge Borough School District,765,8077,3412450,NJ
34,3412480,Parsippany-Troy Hills Township School District,4550,8078,3412480,NJ
34,3412540,Passaic City School District,7675,8079,3412540,NJ
34,3412690,Paterson City School District,16770,8080,3412690,NJ
34,3412810,Pemberton Township School District,2775,8082,3412810,NJ
34,3412840,Penns Grove-Carneys Point Regional School District,1205,8083,3412840,NJ
34,3412870,Pennsauken Township School District,2890,8084,3412870,NJ
34,3412900,Pequannock Township School District,1205,8085,3412900,NJ
34,3412930,Perth Amboy City School District,6090,8086,3412930,NJ
34,3412960,Phillipsburg Town School District,1345,8087,3412960,NJ
34,3412990,Pine Hill Borough School District,1045,8088,3412990,NJ
34,3413050,Piscataway Township School District,4370,8090,3413050,NJ
34,3413080,Pitman Borough School District,785,8091,3413080,NJ
34,3413110,Pittsgrove Township School District,790,8092,3413110,NJ
34,3413140,Plainfield City School District,5060,8093,3413140,NJ
34,3413200,Pleasantville City School District,2285,8094,3413200,NJ
34,3413230,Plumsted Township School District,930,8095,3413230,NJ
34,3413260,Pohatcong Township School District,335,8096,3413260,NJ
34,3413290,Point Pleasant Borough School District,1625,8097,3413290,NJ
34,3413320,Point Pleasant Beach Borough School District,400,8098,3413320,NJ
34,3413350,Pompton Lakes Borough School District,965,8099,3413350,NJ
34,3413380,Port Republic City School District,75,8100,3413380,NJ
34,3413410,Princeton Public Schools,2275,8101,3413410,NJ
34,3413500,Quinton Township School District,200,8102,3413500,NJ
34,3413530,Rahway City School District,2685,8103,3413530,NJ
34,3413590,Ramsey Borough School District,1775,8104,3413590,NJ
34,3413650,Randolph Township School District,2715,8105,3413650,NJ
34,3413680,Hazlet Township School District,1880,8106,3413680,NJ
34,3413770,Ridgefield Borough School District,1105,8107,3413770,NJ
34,3413800,Ridgefield Park Township School District,1335,8108,3413800,NJ
34,3413830,Ridgewood Village School District,3250,8109,3413830,NJ
34,3413980,Riverdale Borough School District,270,8110,3413980,NJ
34,3414010,Riverside Township School District,845,8111,3414010,NJ
34,3414040,Riverton Borough School District,240,8112,3414040,NJ
34,3414070,Rochelle Park Township School District,480,8113,3414070,NJ
34,3414220,Roosevelt Borough School District,70,8115,3414220,NJ
34,3414280,Roselle Borough School District,2070,8116,3414280,NJ
34,3414310,Roselle Park Borough School District,1425,8117,3414310,NJ
34,3414340,Roxbury Township School District,2180,8118,3414340,NJ
34,3414460,Rutherford Borough School District,1600,8119,3414460,NJ
34,3414490,Saddle Brook Township School District,845,8120,3414490,NJ
34,3414550,Salem City School District,595,8122,3414550,NJ
34,3414640,Sayreville Borough School District,3785,8123,3414640,NJ
34,3414670,Scotch Plains-Fanwood Regional School District,3075,8124,3414670,NJ
34,3414850,Secaucus Town School District,1660,8127,3414850,NJ
34,3415090,Somerville Borough School District,905,8128,3415090,NJ
34,3415120,South Amboy City School District,400,8129,3415120,NJ
34,3415150,Lake Como Borough School District,115,8130,3415150,NJ
34,3415180,South Bound Brook Borough School District,355,8131,3415180,NJ
34,3415210,South Brunswick Township School District,6070,8132,3415210,NJ
34,3415240,South Hackensack Township School District,310,8133,3415240,NJ
34,3415330,South Orange-Maplewood School District,4140,8134,3415330,NJ
34,3415360,South Plainfield Borough School District,2275,8135,3415360,NJ
34,3415390,South River Borough School District,1605,8136,3415390,NJ
34,3415510,Sparta Township School District,1990,8137,3415510,NJ
34,3415540,Spotswood Borough School District,930,8138,3415540,NJ
34,3415630,Springfield Township School District,1535,8141,3415630,NJ
34,3415900,Summit City School District,2210,8143,3415900,NJ
