STATEFP,GEOID,NAME,CDP02_92E,OBJECTID,NCESID,STATEABBREV
25,2501780,Adams-Cheshire School District,1000,5808,2501780,MA
25,2501800,Agawam School District,2515,5809,2501800,MA
25,2501860,Amesbury School District,1675,5810,2501860,MA
25,2501950,Andover School District,3880,5811,2501950,MA
25,2501980,Arlington School District,3545,5812,2501980,MA
25,2502040,Ashburnham-Westminster School District,1260,5813,2502040,MA
25,2502100,Ashland School District,1740,5814,2502100,MA
25,2502160,Athol-Royalston School District,1015,5815,2502160,MA
25,2502190,Attleboro School District,3945,5816,2502190,MA
25,2502220,Auburn School District,1445,5817,2502220,MA
25,2502250,Avon School District,370,5818,2502250,MA
25,2502310,Barnstable School District,3460,5819,2502310,MA
25,2502400,Bedford School District,1535,5820,2502400,MA
25,2502430,Belchertown School District,1565,5821,2502430,MA
25,2502460,Bellingham School District,1685,5822,2502460,MA
25,2502490,Belmont School District,2845,5823,2502490,MA
25,2502530,Berkshire Hills School District,640,5824,2502530,MA
25,2502640,Beverly School District,2640,5825,2502640,MA
25,2502670,Billerica School District,3950,5826,2502670,MA
25,2502715,Blackstone-Millville School District,1290,5827,2502715,MA
25,2502790,Boston School District,42720,5828,2502790,MA
25,2502820,Bourne School District,1655,5829,2502820,MA
25,2502940,Braintree School District,3450,5830,2502940,MA
25,2503030,Bridgewater-Raynham School District,3220,5831,2503030,MA
25,2503090,Brockton School District,10750,5832,2503090,MA
25,2503150,Brookline School District,4480,5833,2503150,MA
25,2503240,Burlington School District,2470,5834,2503240,MA
25,2503270,Cambridge School District,4870,5835,2503270,MA
25,2503300,Canton School District,2145,5836,2503300,MA
25,2503360,Carver School District,1200,5837,2503360,MA
25,2503390,Central Berkshire School District,1090,5838,2503390,MA
25,2503510,Chelmsford School District,3240,5839,2503510,MA
25,2503540,Chelsea School District,4215,5840,2503540,MA
25,2503660,Chicopee School District,4820,5841,2503660,MA
25,2503750,Clinton School District,1215,5842,2503750,MA
25,2503780,Cohasset School District,690,5843,2503780,MA
25,2503990,Danvers School District,2350,5844,2503990,MA
25,2504020,Dartmouth School District,2670,5845,2504020,MA
25,2504050,Dedham School District,1715,5846,2504050,MA
25,2504140,Dennis-Yarmouth School District,2050,5847,2504140,MA
25,2504200,Dighton-Rehoboth School District,1745,5848,2504200,MA
25,2504230,Douglas School District,870,5849,2504230,MA
25,2504320,Dracut School District,3085,5850,2504320,MA
25,2504360,Dudley-Charlton Regional School District,2500,5851,2504360,MA
25,2504410,Duxbury School District,1805,5852,2504410,MA
25,2504440,East Bridgewater School District,1590,5853,2504440,MA
25,2504500,East Longmeadow School District,1565,5854,2504500,MA
25,2504590,Easthampton School District,1265,5855,2504590,MA
25,2504620,Easton School District,2480,5856,2504620,MA
25,2504770,Everett School District,5135,5857,2504770,MA
25,2504800,Fairhaven School District,1160,5858,2504800,MA
25,2504830,Fall River School District,7895,5859,2504830,MA
25,2504860,Falmouth School District,2040,5860,2504860,MA
25,2504890,Fitchburg School District,3430,5861,2504890,MA
25,2504950,Foxborough School District,1350,5862,2504950,MA
25,2504980,Framingham School District,6080,5863,2504980,MA
25,2505010,Franklin School District,3820,5864,2505010,MA
25,2505070,Freetown-Lakeville School District,1875,5865,2505070,MA
25,2505130,Gardner School District,1900,5866,2505130,MA
25,2505160,Gateway School District,585,5867,2505160,MA
25,2505220,Georgetown School District,920,5868,2505220,MA
25,2505270,Gill-Montague School District,910,5869,2505270,MA
25,2505280,Gloucester School District,2025,5870,2505280,MA
25,2505370,Grafton School District,1965,5872,2505370,MA
25,2505400,Granby School District,565,5873,2505400,MA
25,2505490,Greenfield School District,1370,5874,2505490,MA
25,2505500,Groton-Dunstable School District,1580,5875,2505500,MA
25,2505580,Hadley School District,450,5876,2505580,MA
25,2505670,Hamilton-Wenham School District,1185,5877,2505670,MA
25,2505730,Hampden-Wilbraham School District,1940,5878,2505730,MA
25,2505790,Hanover School District,1395,5879,2505790,MA
25,2505880,Harvard School District,640,5880,2505880,MA
25,2505940,Hatfield School District,255,5881,2505940,MA
25,2505970,Haverhill School District,5865,5882,2505970,MA
25,2506090,Hingham School District,2210,5883,2506090,MA
25,2506150,Holbrook School District,815,5884,2506150,MA
25,2506240,Holliston School District,1765,5885,2506240,MA
25,2506270,Holyoke School District,4190,5886,2506270,MA
25,2506300,Hopedale School District,615,5887,2506300,MA
25,2506330,Hopkinton School District,1955,5888,2506330,MA
25,2506390,Hudson School District,1720,5889,2506390,MA
25,2506420,Hull School District,570,5890,2506420,MA
25,2506480,Ipswich School District,1390,5891,2506480,MA
25,2506660,Lawrence School District,8745,5892,2506660,MA
25,2506690,Lee School District,510,5893,2506690,MA
25,2506720,Leicester School District,935,5894,2506720,MA
25,2506750,Lenox School District,270,5895,2506750,MA
25,2506780,Leominster School District,3990,5896,2506780,MA
25,2506840,Lexington School District,4165,5897,2506840,MA
25,2506960,Littleton School District,945,5898,2506960,MA
25,2506990,Longmeadow School District,1665,5899,2506990,MA
25,2507020,Lowell School District,9860,5900,2507020,MA
25,2507050,Ludlow School District,1895,5901,2507050,MA
25,2507080,Lunenburg School District,1170,5902,2507080,MA
25,2507110,Lynn School District,9105,5903,2507110,MA
25,2507140,Lynnfield School District,1160,5904,2507140,MA
25,2507170,Malden School District,4770,5905,2507170,MA
25,2507230,Mansfield School District,2625,5906,2507230,MA
25,2507260,Marblehead School District,1955,5907,2507260,MA
25,2507320,Marlborough School District,3745,5908,2507320,MA
25,2507350,Marshfield School District,2685,5909,2507350,MA
25,2507440,Mashpee School District,1105,5910,2507440,MA
25,2507500,Maynard School District,850,5911,2507500,MA
25,2507530,Medfield School District,1550,5912,2507530,MA
25,2507560,Medford School District,2905,5913,2507560,MA
25,2507590,Medway School District,1275,5914,2507590,MA
25,2507620,Melrose School District,2385,5915,2507620,MA
25,2507680,Mendon-Upton School District,1520,5916,2507680,MA
25,2507740,Methuen School District,4820,5917,2507740,MA
25,2507770,Middleborough School District,1955,5918,2507770,MA
25,2507860,Milford School District,2870,5919,2507860,MA
25,2507890,Millbury School District,1210,5920,2507890,MA
25,2507920,Millis School District,800,5921,2507920,MA
25,2507980,Milton School District,2515,5922,2507980,MA
25,2507990,Mohawk Trail School District,605,5923,2507990,MA
25,2508040,Monson School District,865,5924,2508040,MA
25,2508250,Nantucket School District,730,5925,2508250,MA
25,2508280,Narragansett School District,705,5926,2508280,MA
25,2508310,Nashoba School District,1995,5927,2508310,MA
25,2508340,Natick School District,3400,5928,2508340,MA
25,2508370,Needham School District,3420,5929,2508370,MA
25,2508430,New Bedford School District,9495,5930,2508430,MA
25,2508580,Newburyport School District,1525,5931,2508580,MA
25,2508610,Newton School District,8165,5932,2508610,MA
25,2508670,North Adams School District,1035,5933,2508670,MA
25,2508700,North Andover School District,2835,5934,2508700,MA
25,2508730,North Attleborough School District,3130,5935,2508730,MA
25,2508760,North Brookfield School District,315,5936,2508760,MA
25,2508790,North Middlesex School District,2190,5937,2508790,MA
25,2508820,North Reading School District,1555,5938,2508820,MA
25,2508850,Northampton School District,2055,5939,2508850,MA
25,2508940,Northbridge School District,1475,5940,2508940,MA
25,2509000,Norton School District,1635,5941,2509000,MA
25,2509030,Norwell School District,1205,5942,2509030,MA
25,2509060,Norwood School District,2350,5943,2509060,MA
25,2509270,Oxford School District,1150,5944,2509270,MA
25,2509300,Palmer School District,950,5945,2509300,MA
25,2509360,Peabody School District,3725,5946,2509360,MA
25,2509420,Pembroke School District,1770,5947,2509420,MA
25,2509450,Pentucket School District,1740,5948,2509450,MA
25,2509600,Pioneer Valley School District,630,5949,2509600,MA
25,2509630,Pittsfield School District,3770,5950,2509630,MA
25,2509720,Plymouth School District,4990,5951,2509720,MA
25,2509870,Quincy School District,5685,5953,2509870,MA
25,2509930,Randolph School District,2435,5954,2509930,MA
25,2509990,Reading School District,2590,5955,2509990,MA
25,2510050,Revere School District,4380,5956,2510050,MA
25,2510170,Rockland School District,1605,5957,2510170,MA
25,2510200,Rockport School District,535,5958,2510200,MA
25,2510380,Salem School District,3195,5959,2510380,MA
25,2510470,Sandwich School District,1795,5960,2510470,MA
25,2510500,Saugus School District,2245,5961,2510500,MA
25,2510560,Scituate School District,1775,5962,2510560,MA
25,2510590,Seekonk School District,1335,5963,2510590,MA
25,2510620,Sharon School District,2215,5964,2510620,MA
25,2510770,Shrewsbury School District,3990,5965,2510770,MA
25,2510890,Somerville School District,3505,5966,2510890,MA
25,2510920,South Hadley School District,1120,5967,2510920,MA
25,2511010,Southbridge School District,1455,5968,2511010,MA
25,2511040,Southern Berkshire School District,480,5969,2511040,MA
25,2511130,Springfield School District,16925,5970,2511130,MA
25,2511220,Stoneham School District,1445,5971,2511220,MA
25,2511250,Stoughton School District,2590,5972,2511250,MA
25,2511400,Sutton School District,1045,5973,2511400,MA
25,2511430,Swampscott School District,1380,5974,2511430,MA
25,2511460,Swansea School District,1445,5975,2511460,MA
25,2511520,Taunton School District,5285,5976,2511520,MA
25,2511580,Tewksbury School District,2780,5977,2511580,MA
25,2511740,Triton School District,1810,5978,2511740,MA
25,2511760,Tyngsborough School District,1275,5979,2511760,MA
25,2511850,Uxbridge School District,1370,5980,2511850,MA
25,2511880,Wachusett School District,4090,5981,2511880,MA
25,2511910,Wakefield School District,2210,5982,2511910,MA
25,2511970,Walpole School District,2450,5983,2511970,MA
25,2512000,Waltham School District,3325,5984,2512000,MA
25,2512030,Ware School District,1020,5985,2512030,MA
25,2512060,Wareham School District,2000,5986,2512060,MA
25,2512100,Quaboag Regional School District,805,5987,2512100,MA
25,2512180,Watertown School District,1740,5988,2512180,MA
25,2512210,Wayland School District,1595,5989,2512210,MA
25,2512240,Webster School District,1210,5990,2512240,MA
25,2512270,Wellesley School District,2790,5991,2512270,MA
25,2512390,West Boylston School District,385,5992,2512390,MA
25,2512420,West Bridgewater School District,715,5993,2512420,MA
25,2512510,West Springfield School District,2675,5994,2512510,MA
25,2512600,Westborough School District,2200,5995,2512600,MA
25,2512630,Westfield School District,3600,5996,2512630,MA
25,2512660,Westford School District,3090,5997,2512660,MA
25,2512750,Weston School District,1195,5998,2512750,MA
25,2512780,Westport School District,1325,5999,2512780,MA
25,2512810,Westwood School District,1835,6000,2512810,MA
25,2512840,Weymouth School District,4465,6001,2512840,MA
25,2512930,Whitman-Hanson School District,2320,6002,2512930,MA
25,2513050,Wilmington School District,2335,6003,2513050,MA
25,2513080,Winchendon School District,990,6004,2513080,MA
25,2513110,Winchester School District,2560,6005,2513110,MA
25,2513170,Winthrop School District,1230,6006,2513170,MA
25,2513200,Woburn School District,3150,6007,2513200,MA
25,2513230,Worcester School District,14200,6008,2513230,MA
26,2619290,Ionia Township School District 2,120,1636,2619290,MI
26,2622830,Mar Lee School District,115,1637,2622830,MI
26,2626100,Nottawa Community School,80,1639,2626100,MI
26,2627390,Palo Community School District,100,1641,2627390,MI
26,2632970,Stanton Township Public Schools,85,1645,2632970,MI
26,2600005,Battle Creek Public Schools,3830,6010,2600005,MI
26,2600006,Bessemer Area School District,215,6011,2600006,MI
26,2600007,Harbor Beach Community Schools,320,6012,2600007,MI
26,2600012,St. Ignace Area Schools,345,6013,2600012,MI
26,2600013,Marquette Area Public Schools,1940,6014,2600013,MI
26,2600014,Ewen-Trout Creek Consolidated Schools,100,6015,2600014,MI
26,2600015,Wayne-Westland Community School District,7080,6016,2600015,MI
26,2600016,Crestwood School District,2575,6017,2600016,MI
26,2600017,Bad Axe Public Schools,480,6018,2600017,MI
26,2600018,L'Anse Area Schools,400,6019,2600018,MI
26,2600019,Superior Central Schools,115,6020,2600019,MI
26,2601890,Adams Township School District,255,6021,2601890,MI
26,2601920,Addison Community Schools,590,6022,2601920,MI
26,2601950,Adrian City School District,2415,6023,2601950,MI
26,2601980,Airport Community School District,1845,6024,2601980,MI
26,2602010,Akron-Fairgrove Schools,300,6025,2602010,MI
26,2602040,Alba Public Schools,100,6026,2602040,MI
26,2602070,Albion Public Schools,1015,6027,2602070,MI
26,2602160,Alcona Community Schools,430,6028,2602160,MI
26,2602190,Algonac Community School District,1155,6029,2602190,MI
26,2602220,Allegan Public Schools,1485,6030,2602220,MI
26,2602520,Allen Park Public Schools,1825,6031,2602520,MI
26,2602550,Allendale Public School District,1405,6032,2602550,MI
26,2602640,Alma Public Schools,1295,6033,2602640,MI
26,2602670,Almont Community Schools,800,6034,2602670,MI
26,2602730,Alpena Public Schools,2365,6035,2602730,MI
26,2602790,Anchor Bay School District,3630,6036,2602790,MI
26,2602820,Ann Arbor Public Schools,10625,6037,2602820,MI
26,2603060,Arenac Eastern School District,165,6038,2603060,MI
26,2603240,Armada Area Schools,845,6039,2603240,MI
26,2603480,Ashley Community Schools,180,6040,2603480,MI
26,2603510,Athens Area Schools,410,6041,2603510,MI
26,2603540,Atherton Community Schools,680,6042,2603540,MI
26,2603570,Atlanta Community Schools,200,6043,2603570,MI
26,2603600,Au Gres-Sims School District,215,6044,2603600,MI
26,2603690,Avondale School District,2175,6045,2603690,MI
26,2603810,Baldwin Community Schools,360,6046,2603810,MI
26,2603870,Bangor Public Schools,685,6047,2603870,MI
26,2603900,Bangor Township Schools,1025,6048,2603900,MI
26,2603990,Baraga Area Schools,205,6049,2603990,MI
26,2604020,Bark River-Harris School District,340,6050,2604020,MI
26,2604170,Bath Community Schools,600,6051,2604170,MI
26,2604260,Bay City School District,6185,6052,2604260,MI
26,2604290,Beal City Public Schools,275,6053,2604290,MI
26,2604320,Bear Lake School District,130,6054,2604320,MI
26,2604440,Beaverton Rural Schools,800,6056,2604440,MI
26,2604470,Bedford Public Schools,2635,6057,2604470,MI
26,2604500,Beecher Community School District,1095,6058,2604500,MI
26,2604530,Belding Area School District,1265,6059,2604530,MI
26,2604620,Bellaire Public Schools,255,6060,2604620,MI
26,2604650,Bellevue Community Schools,435,6061,2604650,MI
26,2604740,Bendle Public Schools,525,6062,2604740,MI
26,2604800,Bentley Community Schools,600,6063,2604800,MI
26,2604830,Benton Harbor Area Schools,3025,6064,2604830,MI
26,2604950,Benzie County Central School,995,6065,2604950,MI
26,2605010,Berkley School District,2305,6066,2605010,MI
26,2605430,Berrien Springs Public Schools,770,6067,2605430,MI
26,2605690,Big Bay de Noc School District,150,6068,2605690,MI
26,2605780,Big Rapids Public Schools,1230,6069,2605780,MI
26,2605820,Birch Run Area School District,810,6070,2605820,MI
26,2605850,Birmingham City School District,5080,6071,2605850,MI
26,2606000,Blissfield Community Schools,615,6072,2606000,MI
26,2606090,Bloomfield Hills School District,3110,6073,2606090,MI
26,2606270,Bloomingdale Public School District,640,6074,2606270,MI
26,2606500,Boyne City Public Schools,680,6075,2606500,MI
26,2606510,Boyne Falls Public School District,145,6076,2606510,MI
26,2606570,Brandon School District,1880,6077,2606570,MI
26,2606600,Brandywine Community Schools,645,6078,2606600,MI
26,2606630,Breckenridge Community Schools,515,6079,2606630,MI
26,2606720,Breitung Township Schools,805,6080,2606720,MI
26,2606780,Bridgeport-Spaulding Community School District,1210,6081,2606780,MI
26,2606840,Bridgman Public Schools,400,6082,2606840,MI
26,2606870,Brighton Area Schools,3595,6083,2606870,MI
26,2606900,Brimley Area Schools,330,6084,2606900,MI
26,2606930,Britton Deerfield School District,370,6085,2606930,MI
26,2606960,Bronson Community School District,735,6086,2606960,MI
26,2606990,Columbia School District,885,6087,2606990,MI
26,2607040,Brown City Community School District,475,6088,2607040,MI
26,2607080,Flat Rock Community Schools,1045,6089,2607080,MI
26,2607140,Buchanan Community School District,945,6090,2607140,MI
26,2607170,Buckley Community School District,275,6091,2607170,MI
26,2607320,Bullock Creek School District,825,6092,2607320,MI
26,2607410,Burr Oak Community School District,165,6093,2607410,MI
26,2607530,Byron Area Schools,535,6095,2607530,MI
26,2607560,Byron Center Public Schools,2255,6096,2607560,MI
26,2607590,Cadillac Area Public Schools,1725,6097,2607590,MI
26,2607620,Caledonia Community Schools,2430,6098,2607620,MI
26,2607690,Calumet Public Schools,600,6099,2607690,MI
26,2607710,Camden-Frontier School District,290,6100,2607710,MI
26,2607800,Capac Community School District,1055,6101,2607800,MI
26,2607890,Carman-Ainsworth Community School District,2850,6102,2607890,MI
26,2608010,Carney-Nadeau Public Schools,125,6103,2608010,MI
26,2608040,Caro Community Schools,945,6104,2608040,MI
26,2608070,Carrollton School District,665,6105,2608070,MI
26,2608130,Carson City-Crystal Area School District,690,6106,2608130,MI
26,2608160,Carsonville-Port Sanilac School District,270,6107,2608160,MI
26,2608400,Cass City Public Schools,695,6109,2608400,MI
26,2608430,Cassopolis Public Schools,735,6110,2608430,MI
26,2608520,Cedar Springs Public Schools,2055,6111,2608520,MI
26,2608580,Center Line Public Schools,1585,6112,2608580,MI
26,2608610,Central Lake Public Schools,240,6113,2608610,MI
26,2608640,Central Montcalm Public Schools,940,6114,2608640,MI
26,2608670,Centreville Public Schools,425,6115,2608670,MI
26,2608730,Charlevoix Public Schools,630,6116,2608730,MI
26,2608770,Charlotte Public Schools,1760,6117,2608770,MI
26,2608880,Chassell Township School District,165,6118,2608880,MI
26,2608910,Cheboygan Area Schools,1115,6119,2608910,MI
26,2608940,Chelsea School District,1385,6120,2608940,MI
26,2609150,Chesaning Union Schools,875,6121,2609150,MI
26,2609560,Chippewa Hills School District,1460,6122,2609560,MI
26,2609570,Chippewa Valley Schools,9930,6123,2609570,MI
26,2609750,Clare Public Schools,640,6124,2609750,MI
26,2609840,Clarenceville School District,815,6125,2609840,MI
26,2609900,Clarkston Community School District,4835,6126,2609900,MI
26,2609930,Clawson City School District,890,6127,2609930,MI
26,2610020,Climax-Scotts Community School District,295,6128,2610020,MI
26,2610050,Clinton Community Schools,565,6129,2610050,MI
26,2610080,Clintondale Community Schools,1835,6130,2610080,MI
26,2610110,Clio Area School District,1940,6131,2610110,MI
26,2610140,Coldwater Community Schools,1865,6132,2610140,MI
26,2610200,Coleman Community School District,415,6133,2610200,MI
26,2610380,Coloma Community Schools,875,6134,2610380,MI
26,2610410,Colon Community School District,475,6135,2610410,MI
26,2610560,Fairview Area School District,185,6136,2610560,MI
26,2610590,Comstock Public Schools,1295,6137,2610590,MI
26,2610620,Comstock Park Public Schools,1505,6138,2610620,MI
26,2610650,Concord Community Schools,470,6139,2610650,MI
26,2610750,Constantine Public School District,765,6140,2610750,MI
26,2610830,Coopersville Public School District,1160,6141,2610830,MI
26,2610860,Corunna Public School District,865,6142,2610860,MI
26,2610980,Covert Public Schools,245,6143,2610980,MI
26,2611030,Crawford AuSable Schools,860,6144,2611030,MI
26,2611140,Croswell-Lexington Community School District,1345,6145,2611140,MI
26,2611190,Forest Park School District,230,6146,2611190,MI
26,2611400,Dansville Schools,410,6147,2611400,MI
26,2611430,Davison Community Schools,3020,6148,2611430,MI
26,2611550,DeWitt Public Schools,1630,6149,2611550,MI
26,2611600,Dearborn City School District,10035,6150,2611600,MI
26,2611610,Dearborn Heights School District 7,1010,6151,2611610,MI
26,2611640,Westwood Community Schools,1910,6152,2611640,MI
26,2611670,Decatur Public Schools,615,6153,2611670,MI
26,2611700,Deckerville Community School District,320,6154,2611700,MI
26,2611910,Delton-Kellogg School District,910,6155,2611910,MI
26,2611970,DeTour Area Schools,90,6156,2611970,MI
26,2612000,Detroit City School District,63370,6157,2612000,MI
26,2612030,Dexter Community School District,2085,6158,2612030,MI
26,2612150,Dowagiac Union Schools,1480,6159,2612150,MI
26,2612240,Dryden Community Schools,350,6160,2612240,MI
26,2612300,Dundee Community Schools,805,6161,2612300,MI
26,2612330,Durand Area Schools,990,6162,2612330,MI
26,2612420,East China School District,2665,6163,2612420,MI
26,2612450,East Detroit Public Schools,4265,6164,2612450,MI
26,2612480,East Grand Rapids Public School District,1565,6165,2612480,MI
26,2612540,East Jackson Community Schools,775,6166,2612540,MI
26,2612560,East Jordan Public Schools,560,6167,2612560,MI
26,2612600,East Lansing School District,1535,6168,2612600,MI
26,2612690,Eaton Rapids Public Schools,1490,6169,2612690,MI
26,2612810,Eau Claire Public Schools,290,6170,2612810,MI
26,2612930,Ecorse Public School District,700,6171,2612930,MI
26,2612960,Montabella Community Schools,650,6172,2612960,MI
26,2612990,Edwardsburg Public Schools,1245,6173,2612990,MI
26,2613050,Elk Rapids Schools,660,6174,2613050,MI
26,2613090,Elkton-Pigeon-Bay Port Schools,555,6175,2613090,MI
26,2613110,Ellsworth Community Schools,185,6176,2613110,MI
26,2613500,Escanaba Area Public Schools,1560,6177,2613500,MI
26,2613530,Essexville-Hampton Public Schools,870,6178,2613530,MI
26,2613560,Evart Public Schools,485,6179,2613560,MI
26,2614070,Farmington Public School District,6730,6180,2614070,MI
26,2614100,Farwell Area Schools,925,6181,2614100,MI
26,2614230,Fennville Public Schools,880,6182,2614230,MI
26,2614250,Fenton Area Public Schools,2140,6183,2614250,MI
26,2614280,Ferndale Public Schools,1285,6184,2614280,MI
26,2614460,Fitzgerald Public Schools,1885,6185,2614460,MI
26,2614520,Flint City School District,10220,6186,2614520,MI
26,2614550,Flushing Community Schools,2475,6187,2614550,MI
26,2614570,Forest Area Community Schools,380,6188,2614570,MI
26,2614610,Forest Hills Public Schools,4910,6189,2614610,MI
26,2614690,Gwinn Area Community Schools,885,6190,2614690,MI
26,2614700,Fowler Public Schools,240,6191,2614700,MI
26,2614730,Fowlerville Community Schools,1550,6192,2614730,MI
26,2614760,Frankenmuth School District,765,6193,2614760,MI
26,2614790,Frankfort-Elberta Area Schools,185,6194,2614790,MI
26,2614820,Fraser Public Schools,2490,6195,2614820,MI
26,2615060,Freeland Community School District,1350,6196,2615060,MI
26,2615150,Fremont Public School District,1325,6197,2615150,MI
26,2615390,Fruitport Community Schools,1835,6198,2615390,MI
26,2615420,Fulton Schools,440,6199,2615420,MI
26,2615450,Galesburg-Augusta Community School District,670,6200,2615450,MI
26,2615480,Galien Township School District,210,6201,2615480,MI
26,2615540,Garden City School District,2330,6202,2615540,MI
26,2615600,Engadine Consolidated Schools,150,6203,2615600,MI
26,2615730,Gaylord Community Schools,1725,6204,2615730,MI
26,2615830,Roscommon Area Public Schools,750,6206,2615830,MI
26,2615870,Gibraltar School District,2220,6207,2615870,MI
26,2615970,Gladstone Area Schools,795,6208,2615970,MI
26,2615990,Gladwin Community Schools,975,6209,2615990,MI
26,2616020,Glen Lake Community Schools,300,6210,2616020,MI
26,2616050,Gobles Public School District,560,6211,2616050,MI
26,2616080,Godfrey-Lee Public Schools,960,6212,2616080,MI
26,2616110,Godwin Heights Public Schools,1200,6213,2616110,MI
26,2616320,Goodrich Area Schools,1120,6214,2616320,MI
26,2616350,Grand Blanc Community Schools,4710,6215,2616350,MI
26,2616380,Grand Haven Area Public Schools,3890,6216,2616380,MI
26,2616410,Grand Ledge Public Schools,3070,6217,2616410,MI
26,2616440,Grand Rapids Public Schools,13950,6218,2616440,MI
26,2616470,Grandville Public Schools,3210,6219,2616470,MI
26,2616500,Grant Public School District,1075,6220,2616500,MI
26,2616830,Grass Lake Community Schools,725,6221,2616830,MI
26,2617160,Greenville Public Schools,2300,6222,2617160,MI
26,2617220,Grosse Ile Township Schools,955,6223,2617220,MI
26,2617250,Gull Lake Community Schools,1675,6224,2617250,MI
26,2617370,Hale Area Schools,275,6225,2617370,MI
26,2617400,Hamilton Community Schools,1260,6226,2617400,MI
26,2617520,Hamtramck Public Schools,2225,6227,2617520,MI
26,2617550,Hancock Public Schools,410,6228,2617550,MI
26,2617640,Hanover-Horton Schools,690,6229,2617640,MI
26,2617700,Harbor Springs School District,495,6230,2617700,MI
26,2617730,Harper Creek Community Schools,1315,6231,2617730,MI
26,2617760,Harper Woods City Schools,755,6232,2617760,MI
26,2617820,Harrison Community Schools,850,6233,2617820,MI
26,2617860,Hart Public School District,705,6234,2617860,MI
26,2617880,Hartford Public School District,685,6235,2617880,MI
26,2617910,Hartland Consolidated Schools,2825,6236,2617910,MI
26,2617940,Haslett Public Schools,1325,6237,2617940,MI
26,2617970,Hastings Area School District,1725,6238,2617970,MI
26,2618030,Hazel Park City School District,1810,6239,2618030,MI
26,2618180,Hemlock Public School District,830,6240,2618180,MI
26,2618270,Hesperia Community Schools,485,6241,2618270,MI
26,2618330,Highland Park City Schools,985,6242,2618330,MI
26,2618360,Hillman Community Schools,230,6243,2618360,MI
26,2618390,Hillsdale Community Schools,1050,6244,2618390,MI
26,2618420,Holland City School District,2815,6245,2618420,MI
26,2618450,Holly Area School District,2790,6246,2618450,MI
26,2618480,Holt Public Schools,2975,6247,2618480,MI
26,2618510,Holton Public Schools,615,6248,2618510,MI
26,2618540,Homer Community Schools,455,6249,2618540,MI
26,2618570,Hopkins Public Schools,715,6250,2618570,MI
26,2618600,Houghton Lake Community School District,950,6251,2618600,MI
26,2618720,Howell Public Schools,4735,6252,2618720,MI
26,2618810,Hudson Area Schools,500,6253,2618810,MI
26,2618840,Hudsonville Public School District,3650,6254,2618840,MI
26,2618930,Huron School District,1380,6255,2618930,MI
26,2618990,Huron Valley Schools,5550,6256,2618990,MI
26,2619050,Ida Public School District,675,6257,2619050,MI
26,2619100,Imlay City Community Schools,1255,6258,2619100,MI
26,2619170,Inland Lakes Schools,475,6259,2619170,MI
26,2619250,Ionia Public Schools,1820,6260,2619250,MI
26,2619410,Iron Mountain Public Schools,645,6261,2619410,MI
26,2619470,Ironwood Area Schools,525,6262,2619470,MI
26,2619530,Ishpeming Public School District,560,6263,2619530,MI
26,2619580,Ithaca Public Schools,755,6264,2619580,MI
26,2619620,Jackson Public Schools,4895,6265,2619620,MI
26,2619800,Jefferson Schools,1085,6266,2619800,MI
26,2619830,Jenison Public Schools,2290,6267,2619830,MI
26,2619890,Johannesburg-Lewiston Area School District,475,6268,2619890,MI
26,2619920,Jonesville Community Schools,615,6269,2619920,MI
26,2619950,Kalamazoo Public School District,8065,6270,2619950,MI
26,2620010,Kaleva Norman Dickson School District,300,6271,2620010,MI
26,2620050,Kalkaska Public Schools,920,6272,2620050,MI
26,2620070,Kearsley Community Schools,1725,6273,2620070,MI
26,2620160,Kelloggsville Public Schools,1205,6274,2620160,MI
26,2620280,Kenowa Hills Public Schools,1970,6275,2620280,MI
26,2620310,Kent City Community Schools,665,6276,2620310,MI
26,2620340,Kentwood Public Schools,6110,6277,2620340,MI
26,2620380,Kingsley Area Schools,860,6278,2620380,MI
26,2620400,Kingston Community School District,350,6279,2620400,MI
26,2620550,Laingsburg Community School District,515,6280,2620550,MI
26,2620610,Lake City Area School District,700,6281,2620610,MI
26,2620670,Lake Fenton Community Schools,940,6282,2620670,MI
26,2620700,Lake Linden-Hubbell School District,290,6283,2620700,MI
26,2620730,Lake Orion Community Schools,4665,6284,2620730,MI
26,2620820,Lakeshore School District,1675,6285,2620820,MI
26,2620850,Lakeview School District,1940,6286,2620850,MI
26,2620880,Lakeview Public Schools,1455,6287,2620880,MI
26,2620910,Lakeview Community Schools,900,6288,2620910,MI
26,2620940,Lakeville Community Schools,1010,6289,2620940,MI
26,2620980,Lakewood Public Schools,1255,6290,2620980,MI
26,2621120,Lamphere Public Schools,1310,6291,2621120,MI
26,2621150,Lansing Public School District,10525,6292,2621150,MI
26,2621180,Lapeer Community Schools,3645,6293,2621180,MI
26,2621210,Lawrence Public School District,385,6294,2621210,MI
26,2621240,Lawton Community School District,475,6295,2621240,MI
26,2621390,Leland Public School District,215,6296,2621390,MI
26,2621450,Leslie Public Schools,790,6298,2621450,MI
26,2621570,Lincoln Consolidated School District,3150,6299,2621570,MI
26,2621600,Lincoln Park Public Schools,3460,6300,2621600,MI
26,2621690,Linden Community Schools,1840,6301,2621690,MI
26,2621750,Litchfield Community Schools,290,6302,2621750,MI
26,2621810,Alanson Public Schools,335,6303,2621810,MI
26,2621840,Livonia Public Schools,8590,6304,2621840,MI
26,2621870,L'Anse Creuse Public Schools,6660,6305,2621870,MI
26,2622050,Lowell Area Schools,1980,6306,2622050,MI
